source,target,content
sonnyjose45,PfPD52,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
protectingblue,protectingblue,tweet
Smokey3477,Smokey3477,tweet
Smokey3477,NYGovCuomo,non tweet
PAallergy,PAallergy,tweet
coco_coindreau,GeorgeStrait,non tweet
Guygies,ramskates,non tweet
BlueLivesNYC,Varneyco,non tweet
BlueLivesNYC,TeamCavuto,non tweet
BlueLivesNYC,realDonaldTrump,non tweet
BlueLivesNYC,VP,non tweet
BlueLivesNYC,EmilyCompagno,non tweet
EtchedWorks,EtchedWorks,tweet
KimBrame,KimBrame,tweet
MsMeganJ,MsMeganJ,tweet
MegaMAGAMaggie,WaxPringle,non tweet
MegaMAGAMaggie,PrisonPlanet,non tweet
pelinamedeo,NYCHealthCommr,non tweet
MrAtkinss,mel_faith1,non tweet
MrAtkinss,Darwish77977882,non tweet
VivaLaLesha,VivaLaLesha,tweet
ScottABest1776,ScottABest1776,tweet
LFreeburd,EM_KA_17,non tweet
dcascarrias,ABC,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
cfghru,cfghru,tweet
TheReaganWay,TheReaganWay,tweet
Exlawdawg1,Exlawdawg1,tweet
theonlyiriane,theonlyiriane,tweet
RedVoicePatriot,LtRandySutton,non tweet
RedVoicePatriot,thinblueliner,non tweet
badwolf303,shannonrwatts,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
Dreamergurl_20,Dreamergurl_20,tweet
norrthpier,WillettKat,non tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
ManMadeCustoms,driftradical,non tweet
ManMadeCustoms,ManMadeCustoms,tweet
ChicagoPD19,ChicagoPD19,tweet
MikeTannousis,NYCMayor,non tweet
MikeTannousis,NYCPBA,non tweet
MikeTannousis,NYCPDDEA,non tweet
MikeTannousis,SBANYPD,non tweet
MikeTannousis,NYSCOA,non tweet
MikeTannousis,NYSSCOA,non tweet
COPLINE__,COPLINE__,tweet
Evan_Holder42,amer1c4_1st,non tweet
Evan_Holder42,dilanpcook,non tweet
ELlZARRARAZ,ELlZARRARAZ,tweet
SicTransit34,shannonrwatts,non tweet
Jeff_Moosekian,Jeff_Moosekian,tweet
LItalianoVero,RobbersonJon,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
JayDOTF247,tariqnasheed,non tweet
NOSTRAYZ,BillSmi74636539,non tweet
NOSTRAYZ,VBTheWise,non tweet
axbIumenthal,axbIumenthal,tweet
coco_coindreau,coco_coindreau,tweet
AKingquan,tariqnasheed,non tweet
k9_officerAp,k9_officerAp,tweet
ktwrdn,ktwrdn,tweet
BIRMINGHAM_B1,tariqnasheed,non tweet
Hkula1191,Hkula1191,tweet
bluelivesmtr,bluelivesmtr,tweet
ReidHansenMO,ReidHansenMO,tweet
Asgard2010,dbongino,non tweet
Asgard2010,realDonaldTrump,non tweet
Asgard2010,TuckerCarlson,non tweet
Asgard2010,IngrahamAngle,non tweet
Asgard2010,Blue2Reaganite,non tweet
WaxPringle,PrisonPlanet,non tweet
MilosParrots,MilosParrots,tweet
K9_stillmanque,K9_stillmanque,tweet
MaloCeeSeeLe,inminivanhell,non tweet
MaloCeeSeeLe,RoseGermany46,non tweet
tariqnasheed,tariqnasheed,tweet
KittyLovesGod,TMC4USA,non tweet
KittyLovesGod,Investigator_51,non tweet
KittyLovesGod,merlins_girl,non tweet
KittyLovesGod,realDonaldTrump,non tweet
KittyLovesGod,RudyGiuliani,non tweet
KittyLovesGod,dbongino,non tweet
KittyLovesGod,seanhannity,non tweet
KittyLovesGod,IngrahamAngle,non tweet
KittyLovesGod,annvandersteel,non tweet
cummings2020,cummings2020,tweet
cummings2020,cummings2020,tweet
ChebaChick,mannyNYT,non tweet
cgwoodward1,JoshuaPotash,non tweet
TheDaffoDillian,SasukeSister,non tweet
TheDaffoDillian,MermaidHalo2019,non tweet
TheDaffoDillian,Silver_Blazze,non tweet
TheDaffoDillian,alienpotato0,non tweet
DianeP81,okarounos,non tweet
DianeP81,patdixon,non tweet
DianeP81,NYCMayor,non tweet
DianeP81,NYGovCuomo,non tweet
DianeP81,NYCMayor,non tweet
DianeP81,NYCPBA,non tweet
thetsmorgan,NPR,non tweet
MilosParrots,MilosParrots,tweet
BlTitshaw,mannyNYT,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
extradutysolved,extradutysolved,tweet
issabailot,issabailot,tweet
TayeCocaine,TayeCocaine,tweet
CMiner305,CMiner305,tweet
dann_860,dann_860,tweet
derya555,mannyNYT,non tweet
RealMichaelNVA,realDonaldTrump,non tweet
RealMichaelNVA,LindseyGrahamSC,non tweet
Hkula1191,Hkula1191,tweet
bluelivesmtr,bluelivesmtr,tweet
delmenendez,hummingbird5225,non tweet
delmenendez,EricHolder,non tweet
mary_freday,mary_freday,tweet
NatPoliceAssoc,SPOG1952,non tweet
CATfromLI,CATfromLI,tweet
JesusLeftneck,JesusLeftneck,tweet
garliknight,garliknight,tweet
bigricanman,MDiamond8,non tweet
bigricanman,NYCMayor,non tweet
bigricanman,NYCHealthCommr,non tweet
SharonCerra,SharonCerra,tweet
AmberForIowa,shannonrwatts,non tweet
bigricanman,nypmetro,non tweet
BlueLivesNYC,realDonaldTrump,non tweet
BlueLivesNYC,VP,non tweet
BlueLivesNYC,BernardKerik,non tweet
BlueLivesNYC,DonaldJTrumpJr,non tweet
BlueLivesNYC,Varneyco,non tweet
BlueLivesNYC,TeamCavuto,non tweet
BlueLivesNYC,BullsBearsFBN,non tweet
BlueLivesNYC,JoeBorelliNYC,non tweet
BlueLivesNYC,ANTHONYDESPO,non tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
Dachief_Paul,Dachief_Paul,tweet
Duhtchdaddy,Duhtchdaddy,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
Stretchct,Stretchct,tweet
Yomeliss7,13thethe,non tweet
Yomeliss7,WilliamQuake1,non tweet
hotelkeys,NYPDnews,non tweet
bluelivesmtr,bluelivesmtr,tweet
pfoad,pfoad,tweet
pfoad,realDonaldTrump,non tweet
pfoad,nypmetro,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
IamDallasLyn,wcbuecker,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
bluelivesmtr,bluelivesmtr,tweet
tatilarose,tatilarose,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
akila_dilusha,akila_dilusha,tweet
nunjabizzzz,nunjabizzzz,tweet
BxDeadman1313,BobHoldenNYC,non tweet
pinkerrrr,pinkerrrr,tweet
Afro_Crypto,DrRJKavanagh,non tweet
Afro_Crypto,manfred_karrer,non tweet
CriminalJustish,mannyNYT,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
terjesen6,NYCPBA,non tweet
2whltrvlr,POTUS,non tweet
2whltrvlr,FLOTUS,non tweet
Lee_the_Tweeter,DrRJKavanagh,non tweet
deepmocha82,AfricanFlacko_,non tweet
RAGING_RABBI,ChaimDeutsch,non tweet
axbIumenthal,axbIumenthal,tweet
deuceohsixx,Q13FOX,non tweet
deuceohsixx,deuceohsixx,tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
ThomasTaylor24,bamableu,non tweet
ThomasTaylor24,elephantgurl24,non tweet
agent_immortal,agent_immortal,tweet
agent_immortal,agent_immortal,tweet
CarmiOnTheVerge,yashar,non tweet
TapRoomPolitics,NYPDnews,non tweet
TapRoomPolitics,TonyVlachos73,non tweet
TurnBasedCarl,NPR,non tweet
4Cristela,WayneDupreeShow,non tweet
TheAccidentlCat,TheAccidentlCat,tweet
JeffHannMADA,JeffHannMADA,tweet
_brett_grant_,_brett_grant_,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
LeToyotaCarolla,earibeiromurray,non tweet
LadyKayRising,GD22377992,non tweet
LadyKayRising,SBANYPD,non tweet
LadyKayRising,DrCordieW,non tweet
LadyKayRising,bluelivesmtr,non tweet
LadyKayRising,ImperatriceV,non tweet
BlueLivesNYC,realDonaldTrump,non tweet
BlueLivesNYC,VP,non tweet
BlueLivesNYC,TomiLahren,non tweet
BlueLivesNYC,DonaldJTrumpJr,non tweet
BlueLivesNYC,strikemediatv,non tweet
BlueLivesNYC,DrDarrinPorcher,non tweet
BlueLivesNYC,EmilyCompagno,non tweet
BlueLivesNYC,JoeBorelliNYC,non tweet
BlueLivesNYC,chazzpalminteri,non tweet
BlueLivesNYC,JoePiscopoShow,non tweet
BlueLivesNYC,JrzyJoePiscopo,non tweet
BlueLivesNYC,frankmorano,non tweet
BlueLivesNYC,BernardKerik,non tweet
mxrrisseystan,mxrrisseystan,tweet
davitrusty2,TitusNation,non tweet
JENin140,JENin140,tweet
dylanthomaswho,dylanthomaswho,tweet
LaraM_NYC,MaxRose4NY,non tweet
LaraM_NYC,NYCMayor,non tweet
DimeStoreNinja,DimeStoreNinja,tweet
leadfootlucy,privateofficer,non tweet
dpcgyn,dpcgyn,tweet
The__Sicilian,The__Sicilian,tweet
strixtly4myngz,strixtly4myngz,tweet
JesusLeftneck,NBCPolitics,non tweet
da_wright_team,da_wright_team,tweet
Zeebe1,Zeebe1,tweet
PoliticalAnt,PoliticalAnt,tweet
angelmouse4,Rschooley,non tweet
pfoad,pfoad,tweet
JeffHannMADA,JeffHannMADA,tweet
AFreakyDude,deximeruya,non tweet
AFreakyDude,CreatureLives,non tweet
AFreakyDude,ProSlayer,non tweet
AFreakyDude,wweukfanatic,non tweet
AFreakyDude,PMercier31,non tweet
AFreakyDude,DbWrasslin,non tweet
AFreakyDude,RealEnli,non tweet
AFreakyDude,TheTNACreative,non tweet
AFreakyDude,baspeedyg,non tweet
AFreakyDude,nitara38,non tweet
AFreakyDude,the1andonlyRNR,non tweet
AFreakyDude,The_Derbinator,non tweet
AFreakyDude,ArtWonderfluff,non tweet
AFreakyDude,TNACreative,non tweet
splongle,splongle,tweet
lisareid11,USBPChief,non tweet
lisareid11,NLEOMF,non tweet
JesusLeftneck,JesusLeftneck,tweet
gingertealkp,AmyJacobson,non tweet
gingertealkp,DanProft,non tweet
gingertealkp,MorningAnswer,non tweet
gingertealkp,stacydavisgates,non tweet
gingertealkp,CTULocal1,non tweet
gingertealkp,Chicago_Police,non tweet
protectingblue,protectingblue,tweet
GoddardChief,GoddardChief,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
AnjuSingh1977,NYPD70Pct,non tweet
AnjuSingh1977,NYPDSVU,non tweet
JayEveryday3,gb_misael99,non tweet
JayEveryday3,Connor_Writes,non tweet
JayEveryday3,omar_sabry7,non tweet
VisitEmporia,EmporiaPD,non tweet
VisitEmporia,LyonCoSheriff,non tweet
therealqball,therealqball,tweet
BeautyBind,BeautyBind,tweet
DEATHSNEWS,DEATHSNEWS,tweet
BlueJayz88,KPRC2Vincent,non tweet
BlueJayz88,Emberflux,non tweet
barb2entropy,POTUS,non tweet
BlueJayz88,Fxhedgers,non tweet
lachaimtruth,lachaimtruth,tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
BlueJayz88,MonarchofMayhem,non tweet
DustBunnyss,DustBunnyss,tweet
jmc_fam,jmc_fam,tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
BlueLineBeasts,BlueLineBeasts,tweet
NoelEWilliams,NoelEWilliams,tweet
JBrisenio411,Black_Action,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
GetYerPopcorn,GetYerPopcorn,tweet
JeffHannMADA,mnrothbard,non tweet
andredge,andredge,tweet
lovebluesblog,lovebluesblog,tweet
EndofWatchPod,diealoguepod,non tweet
EndofWatchPod,LAnotsopod,non tweet
305ALLtheWAY,305ALLtheWAY,tweet
_BestMermaid_,_BestMermaid_,tweet
_BestMermaid_,_BestMermaid_,tweet
AdamShawNY,AdamShawNY,tweet
mbolch,USMarshalsHQ,non tweet
mbolch,Dkmorris0204,non tweet
mbolch,NLEOMF,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
AxlesGarage,AxlesGarage,tweet
MissionaryBLMM,SpeakerPelosi,non tweet
MissionaryBLMM,BIDEN,non tweet
MissionaryBLMM,OBAMAGATE,non tweet
milked_,milked_,tweet
lynnstits,lynnstits,tweet
coco_coindreau,coco_coindreau,tweet
Tactical_Blue_,Tactical_Blue_,tweet
HerMessyAfro,HerMessyAfro,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
COPLINE__,COPLINE__,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
DaxSeven09,jetcupcake,non tweet
Ravenn000,Ravenn000,tweet
Can_ada,CarlosSimancas,non tweet
Can_ada,DBTayor,non tweet
night_stalker6,Billyeyelash8,non tweet
night_stalker6,WeWuzBoomers,non tweet
bigricanman,bigricanman,tweet
TPS_Cyber,tps_cyber,non tweet
TPS_Cyber,cityoftoronto,non tweet
TPS_Cyber,TorontoPolice,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
MsLisaBaby,MsLisaBaby,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
hith7_and_alts,Soxfan311,non tweet
routinepatrol,routinepatrol,tweet
BlessedMomOf_9,mamendoza480,non tweet
EndofWatchPod,LAnotsopod,non tweet
WintergreenPol1,WintergreenPol1,tweet
Becool088,LagunaPd,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
IL1keSquirr3ls,GMA,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
diewithregret,diewithregret,tweet
Proud_808_MAGA,michaelvalsi,non tweet
MikeConleyFunny,DrGrossmanSMR,non tweet
MikeConleyFunny,TheRealFOP530,non tweet
LeToyotaCarolla,BEASTIEFORHALOS,non tweet
LeToyotaCarolla,ITZPRETTYSTABBY,non tweet
LeToyotaCarolla,mikedirntnation,non tweet
LeToyotaCarolla,ITZPRETTYSTABBY,non tweet
LeToyotaCarolla,ledzeppelin,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
LeToyotaCarolla,LeToyotaCarolla,tweet
MaryAnn29393212,dluvly21,non tweet
MaryAnn29393212,dluvly21,non tweet
MaryAnn29393212,TheJusticeDept,non tweet
MaryAnn29393212,NightShiftNews,non tweet
MaryAnn29393212,realDonaldTrump,non tweet
debbiek173,GLFOP,non tweet
debbiek173,LivePdFans,non tweet
Zalatix,SashaSFW,non tweet
Zalatix,margie_strike,non tweet
Zalatix,emarvelous,non tweet
Zalatix,ChiTownSidBrown,non tweet
2whltrvlr,POTUS,non tweet
2whltrvlr,FLOTUS,non tweet
Zalatix,emarvelous,non tweet
PrettyFlowers83,PrettyFlowers83,tweet
Alicia15247839,Alicia15247839,tweet
bravado8513,franco91hou,non tweet
bravado8513,TimKennedyMMA,non tweet
myvision4Canada,washingtonpost,non tweet
myvision4Canada,myvision4Canada,tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
Daniel2Wolves,Daniel2Wolves,tweet
cocobadu,cocobadu,tweet
ThornyRose35,DonutOperator,non tweet
hannahj672,hannahj672,tweet
LynnOwe53622654,KMPHFOX26,non tweet
Oh_Yeah_ThatGuy,Oh_Yeah_ThatGuy,tweet
RobertDGarland,NYPDShea,non tweet
RobertDGarland,NYPDnews,non tweet
AnjuSingh1977,NYPDSVU,non tweet
AnjuSingh1977,NYPD79Pct,non tweet
AnjuSingh1977,NYPDSVU,non tweet
Wheathin7671,Wheathin7671,tweet
protectingblue,protectingblue,tweet
Becool088,HaralsonSheriff,non tweet
Becool088,PascoSheriff,non tweet
Becool088,LawrencevillePD,non tweet
Becool088,GwinnettPd,non tweet
Becool088,Lpdk9Unit,non tweet
Becool088,Bill_Burt_409,non tweet
305ALLtheWAY,tariqnasheed,non tweet
K9_stillmanque,K9_stillmanque,tweet
NM_Che56,thedailybeast,non tweet
QhsNYJ,CarlosSimancas,non tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
BearWitnessCtl,BearWitnessCtl,tweet
kreuger,kreuger,tweet
AlamoOnTheRise,RawStory,non tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
bluelivesmtr,bluelivesmtr,tweet
